"Disclaimer - Users of this site acknowledge that the information contained in these files is a guide for informational purposes only, and is not to be considered as a substitute for the professional judgment of the physician, pharmacist, or any other health care professional providing services to a member, or to contradict any applicable laws and procedures.",,,,,,,,,,,,,,,,,,,,
AHFS CODE,AHFS DESCRIPTION,CHEMICAL NAME,DOSAGE FORM,STRENGTH,ITEM NAME,DIN,MANUFACTURER,AB,BC,MB,NB,NF,NS,NT,NU,ON,PE,QC,SK,YT
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,2MG,JAMP POMALIDOMIDE 2MG CAP,02538075,JAP,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,2MG,NAT-POMALIDOMIDE 2MG CAP,02506408,NPH,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,2MG,POMALYST 2MG CAP,02419599,BMS,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,2MG,REDDY-POMALIDOMIDE 2MG CAP,02504081,REC,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,2MG,SANDOZ POMALIDOMIDE 2MG CAP,02523981,SDZ,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,3MG,APO-POMALIDOMIDE 3MG CAP,02520443,APX,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,3MG,JAMP POMALIDOMIDE 3MG CAP,02538083,JAP,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,3MG,NAT-POMALIDOMIDE 3MG CAP,02506416,NPH,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,3MG,POMALYST 3MG CAP,02419602,BMS,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,3MG,REDDY-POMALIDOMIDE 3MG CAP,02504103,REC,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,3MG,SANDOZ POMALIDOMIDE 3MG CAP,02524007,SDZ,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,4MG,APO-POMALIDOMIDE 4MG CAP,02520451,APX,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,4MG,JAMP POMALIDOMIDE 4MG CAP,02538091,JAP,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,4MG,NAT-POMALIDOMIDE 4MG CAP,02506424,NPH,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,4MG,POMALYST 4MG CAP,02419610,BMS,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,4MG,REDDY-POMALIDOMIDE 4MG CAP,02504111,REC,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,POMALIDOMIDE,CAP,4MG,SANDOZ POMALIDOMIDE 4MG CAP,02524015,SDZ,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,VENETOCLAX,TAB,10/50/100M,VENCLEXTA 10/50/100MG TAB KIT,02458063,ABV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,VENETOCLAX,TAB,100MG,VENCLEXTA 100MG TAB,02458055,ABV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,VENETOCLAX,TAB,10MG,VENCLEXTA 10MG TAB,02458039,ABV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,VENETOCLAX,TAB,50MG,VENCLEXTA 50MG TAB,02458047,ABV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ETOPOSIDE,CAP,50MG,VEPESID 50MG CAP,00616192,CHE,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,CAPIVASERTIB,TAB,160MG,TRUQAP 160MG TAB,02544733,AZE,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,CAPIVASERTIB,TAB,200MG,TRUQAP 200MG TAB,02544741,AZE,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ALECTINIB,CAP,150MG,ALECENSARO 150MG CAP,02458136,HLR,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,BRIGATINIB,TAB,180MG,ALUNBRIG 180MG TAB,02479222,TAK,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,BRIGATINIB,TAB,30MG,ALUNBRIG 30MG TAB,02479206,TAK,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,BRIGATINIB,TAB,90/180MG,ALUNBRIG 90MG/180MG TAB,02479230,TAK,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,BRIGATINIB,TAB,90MG,ALUNBRIG 90MG TAB,02479214,TAK,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,CERITINIB,CAP,150MG,ZYKADIA 150MG CAP,02436779,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,CRIZOTINIB,CAP,200MG,XALKORI 200MG CAP,02384256,PFI,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,CRIZOTINIB,CAP,250MG,XALKORI 250MG CAP,02384264,PFI,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,LORLATINIB,TAB,100MG,LORBRENA 100MG TAB,02485974,PFI,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,LORLATINIB,TAB,25MG,LORBRENA 25MG TAB,02485966,PFI,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ABEMACICLIB,TAB,100MG,VERZENIO 100MG TAB,02487101,LIL,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ABEMACICLIB,TAB,150MG,VERZENIO 150MG TAB,02487128,LIL,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ABEMACICLIB,TAB,50MG,VERZENIO 50MG TAB,02487098,LIL,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,PALBOCICLIB,TAB,100MG,IBRANCE 100MG TAB,02493543,PFI,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,PALBOCICLIB,TAB,100MG,PMS-PALBOCICLIB 100MG TAB,02552132,PMS,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,PALBOCICLIB,TAB,100MG,TARO PALBOCICLIB 100MG TAB,02547643,TAR,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,PALBOCICLIB,TAB,125MG,IBRANCE 125MG TAB,02493551,PFI,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,PALBOCICLIB,TAB,125MG,PMS-PALBOCICLIB 125MG TAB,02552140,PMS,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,PALBOCICLIB,TAB,125MG,TARO PALBOCICLIB 125MG TAB,02547651,TAR,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,PALBOCICLIB,TAB,75MG,IBRANCE 75MG TAB,02493535,PFI,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,PALBOCICLIB,TAB,75MG,PMS-PALBOCICLIB 75MG TAB,02552124,PMS,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,PALBOCICLIB,TAB,75MG,TARO PALBOCICLIB 75MG TAB,02547635,TAR,Not Determined,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined,Limited Use,Limited Use,Limited Use,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,RIBOCICLIB SUCCINATE,TAB,200MG,KISQALI 200MG TAB,02473569,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ASCIMINIB HCL,TAB,20MG,SCEMBLIX 20MG TAB,02528320,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,ASCIMINIB HCL,TAB,40MG,SCEMBLIX 40MG TAB,02528339,NOV,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,BOSUTINIB,TAB,100MG,BOSULIF 100MG TAB,02419149,PFI,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,BOSUTINIB,TAB,100MG,REDDY-BOSUTINIB 100MG TAB,02560038,REC,Not Determined,Not Determined,Not Determined,Limited Use,Not Determined,Not Determined,Not Determined,Not Determined,Limited Use,Not Determined,Not Determined,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,BOSUTINIB,TAB,500MG,BOSULIF 500MG TAB,02419157,PFI,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,BOSUTINIB,TAB,500MG,REDDY-BOSUTINIB 500MG TAB,02560046,REC,Not Determined,Not Determined,Not Determined,Limited Use,Not Determined,Not Determined,Not Determined,Not Determined,Limited Use,Not Determined,Not Determined,Not Determined,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,100MG,APO-DASATINIB 100MG TAB,02470721,APX,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,100MG,REDDY-DASATINIB 100MG TAB,02514788,REC,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,100MG,SPRYCEL 100MG TAB,02320193,BMS,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,100MG,TARO-DASATINIB 100MG TAB,02499339,TAR,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,100MG,TEVA-DASATINIB 100MG TAB,02478358,TEP,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,140MG,REDDY-DASATINIB 140MG TAB,02514796,REC,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,140MG,SPRYCEL 140MG TAB,02360829,BMS,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,140MG,TARO-DASATINIB 140MG TAB,02499347,TAR,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,20MG,APO-DASATINIB 20MG TAB,02470705,APX,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,20MG,REDDY-DASATINIB 20MG TAB,02514737,REC,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,20MG,SPRYCEL 20MG TAB,02293129,BMS,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,20MG,TARO-DASATINIB 20MG TAB,02499282,TAR,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,20MG,TEVA-DASATINIB 20MG TAB,02478307,TEP,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,50MG,APO-DASATINIB 50MG TAB,02470713,APX,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,50MG,REDDY-DASATINIB 50MG TAB,02514745,REC,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,50MG,SPRYCEL 50MG TAB,02293137,BMS,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,50MG,TARO-DASATINIB 50MG TAB,02499304,TAR,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,50MG,TEVA-DASATINIB 50MG TAB,02478315,TEP,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,70MG,APO-DASATINIB 70MG TAB,02481499,APX,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,70MG,REDDY-DASATINIB 70MG TAB,02514753,REC,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,70MG,SPRYCEL 70MG TAB,02293145,BMS,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,70MG,TARO-DASATINIB 70MG TAB,02499312,TAR,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,70MG,TEVA-DASATINIB 70MG TAB,02478323,TEP,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,80MG,APO-DASATINIB 80MG TAB,02481502,APX,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,80MG,REDDY-DASATINIB 80MG TAB,02514761,REC,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,80MG,SPRYCEL 80MG TAB,02360810,BMS,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,80MG,TARO-DASATINIB 80MG TAB,02499320,TAR,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,DASATINIB,TAB,80MG,TEVA-DASATINIB 80MG TAB,02478331,TEP,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use,Limited Use
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,100MG,ACH-IMATINIB 100MG TAB,02490986,ACC,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,100MG,APO-IMATINIB 100MG TAB,02355337,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,100MG,GLEEVEC 100MG TAB,02253275,NOV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,100MG,IMATINIB 100MG TAB,02504596,SAN,Not Determined,Not Determined,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined,Open Benefit,Open Benefit,Open Benefit,Not Determined,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,100MG,IMATINIB 100MG TAB,02521202,SIV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined,Not Determined,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,100MG,JAMP IMATINIB 100MG TAB,02495066,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,100MG,MINT-IMATINIB 100MG TAB,02492334,MIN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,100MG,NAT-IMATINIB 100MG TAB,02397285,NPH,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,100MG,PMS-IMATINIB 100MG TAB,02431114,PMS,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,100MG,TEVA-IMATINIB 100MG TAB,02399806,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,400MG,ACH-IMATINIB 400MG TAB,02490994,ACC,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
10:00.00,ANTINEOPLASTIC AGENTS,IMATINIB MESYLATE,TAB,400MG,APO-IMATINIB 400MG TAB,02355345,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
